,,Desmatamento (ha):bar:100,,,,,,,,Desmatamento total  (ha),Usinas Hidrelétricas,,,PCHs,,,Mineração (t),
118095,,0,0,86,86,,,,,172,,,,,,,,
118097,,1504,1567,1581,1581,,,,,6233,,,,,,,,
118098,,550,1364,1626,1626,,,,,5166,,,,,,,,
118099,,0,9,257,276,,,,,542,,,,,,,,
118100,,469,676,751,751,,,,,2647,,,,,,,,
118101,,1656,5944,7850,7941,,,,,23391,,,,,,,,
118102,,0,203,365,426,,,,,994,,,,,,,,
118103,,0,122,498,498,,,,,1118,,,,,,,,
118104,,0,1,4,12,,,,,17,,,,,,,,
118105,,0,293,564,564,,,,,1421,,,,,,,,
118106,,0,553,789,789,,,,,2131,,,,,,,,
118107,,223,687,1221,1324,,,,,3455,,,,,,,,
118108,,1950,2865,3310,3334,,,,,11459,,,,,,,,
118109,,267,811,1352,1375,,,,,3805,,,,,,,,
118110,,2109,3737,4817,4824,,,,,15487,,,,,,,,
118111,,3187,5331,6331,6588,,,,,21437,,,,,,,,
118112,,0,1388,1702,1708,,,,,4798,,,,,,,,
118113,,0,1281,1589,1589,,,,,4459,,,,,,,,
118114,,2418,3440,4266,4325,,,,,14449,,,,,,,,
118115,,50,111,288,288,,,,,737,,,,,,,,
118116,,35,1069,1579,1585,,,,,4268,,,,,,,,
118117,,4051,9396,11315,11634,,,,,36396,,,,,,,,
118118,,23,1239,1929,1943,,,,,5134,,,,,,,,
118119,,0,93,612,612,,,,,1317,,,,,,,,
118120,,1728,6888,10850,11561,,,,,31027,,,,,,,,
118121,,335,3404,4641,4644,,,,,13024,,,,,,,,
118122,,1131,8269,11792,11977,,,,,33169,,,,,,,,
118123,,5955,12202,16182,16960,,,,,51299,,,,,,,,
118124,,0,19,23,23,,,,,65,,,,,,,,
118125,,40,206,225,250,,,,,721,,,,,,,,
118126,,6982,15111,18511,18952,,,,,59556,,,,,,,,
118127,,243,3037,3973,4072,,,,,11325,,,,,,,,
118128,,1380,6327,9444,9529,,,,,26680,,,,,,,,
118129,,5593,7026,8460,8648,,,,,29727,,,,,,,,
118130,,976,2264,2972,3013,,,,,9225,,,,,,,,
118131,,260,1176,1774,1889,,,,,5099,,,,,,,,
118132,,5655,10970,12377,12470,,,,,41472,,,,,,,,
118133,,44,2426,3458,3468,,,,,9396,,,,,,,,
118134,,1574,11164,13603,13640,,,,,39981,,,,,,,,
118135,,0,1413,1936,1950,,,,,5299,,,,,,,,
118136,,4967,7984,9241,9251,,,,,31443,,,,,,,,
118137,,3557,11951,15603,15809,,,,,46920,,,,,,,,
118138,,5030,7883,8299,8309,,,,,29521,,,,,,,,
118139,,5692,14519,18425,18655,,,,,57291,,,,,,,,
118140,,8098,13081,14459,14467,,,,,50105,,,,,,,,
118141,,2238,4911,5245,5263,,,,,17657,,,,,,,,
119007,,0,1339,1353,1353,,,,,4045,,,,,,,,
119008,,20,20,20,20,,,,,80,,,,,,,,
119010,,0,6,9,9,,,,,24,,,,,,,,
119011,,0,0,0,0,,,,,0,,,,,,,,
119016,,0,0,0,7,,,,,7,,,,,,,,
119017,,13,13,13,13,,,,,52,,,,,,,,
119028,,0,1872,1887,1887,,,,,5646,,,,,,,,
119033,,63,64,73,73,,,,,273,,,,,,,,
119035,,1,1,1,1,,,,,4,,,,,,,,
119040,,0,1050,1085,1085,,,,,3220,,,,,,,,
119043,,0,0,0,0,,,,,0,,,,,,,,
119045,,0,17,17,17,,,,,51,,,,,,,,
119046,,0,1344,1596,1596,,,,,4536,,,,,,,,
119047,,0,1042,1042,1042,,,,,3126,,,,,,,,
119048,,0,6984,7544,7629,,,,,22157,,,,,,,,
119050,,0,2865,3883,3990,,,,,10738,,,,,,,,
120001,,0,72,87,87,,,,,246,,,,,,,,
120004,,0,87,91,91,,,,,269,,,,,,,,
120005,,19,34,36,36,,,,,125,,,,,,,,
120006,,65,87,118,118,,,,,388,,,,,,,,
120007,,148,156,156,156,,,,,616,,,,,,,,
120008,,150,183,183,183,,,,,699,,,,,,,,
120009,,161,170,183,183,,,,,697,,,,,,,,
120010,,29,35,35,43,,,,,142,,,,,,,,
120011,,49,62,72,72,,,,,255,,,,,,,,
120012,,18,370,569,569,,,,,1526,,,,,,,,
120013,,57,73,73,73,,,,,276,,,,,,,,
120014,,0,27,37,37,,,,,101,,,,,,,,
120016,,179,210,210,210,,,,,809,,,,,,,,
120022,,0,35,45,45,,,,,125,,,,,,,,
120025,,33,33,33,33,,,,,132,,,,,,,,
121002,,65,76,88,88,,,,,317,,,,,,,,
121007,,160,160,160,160,,,,,640,,,,,,,,
121009,,12,12,12,12,,,,,48,,,,,,,,
121011,,0,0,0,0,,,,,0,,,,,,,,
121012,,87,99,99,99,,,,,384,,,,,,,,
121016,,52,238,357,482,,,,,1129,,,,,,,,
121017,,0,23,27,86,,,,,136,,,,,,,,
121020,,0,15,15,15,,,,,45,,,,,,,,
121021,,0,128,165,235,,,,,528,,,,,,,,
121022,,0,0,0,469,,,,,469,,,,,,,,
121023,,0,22,22,22,,,,,66,,,,,,,,
121024,,0,9,27,27,,,,,63,,,,,,,,
121025,,0,5,21,21,,,,,47,,,,,,,,
121026,,0,9,9,9,,,,,27,,,,,,,,
121027,,0,216,238,238,,,,,692,,,,,,,,
121028,,0,354,423,1407,,,,,2184,,,,,,,,
121030,,0,106,106,106,,,,,318,,,,,,,,
121031,,0,153,235,235,,,,,623,,,,,,,,
121032,,0,293,1480,2386,,,,,4159,,,,,,,,
121033,,0,271,320,320,,,,,911,,,,,,,,
121034,,0,815,2634,3695,,,,,7144,,,,,,,,
121035,,0,112,318,318,,,,,748,,,,,,,,
121036,,0,51,869,1031,,,,,1951,,,,,,,,
121037,,1,122,134,1105,,,,,1362,,,,,,,,
121038,,0,0,9,9,,,,,18,,,,,,,,
121039,,0,0,0,189,,,,,189,,,,,,,,
121040,,0,111,151,158,,,,,420,,,,,,,,
121041,,0,0,20,20,,,,,40,,,,,,,,
121042,,36,309,326,326,,,,,997,,,,,,,,
121043,,0,38,100,100,,,,,238,,,,,,,,
121044,,0,574,1521,1521,,,,,3616,,,,,,,,
121045,,0,834,1321,1321,,,,,3476,,,,,,,,
121046,,0,25,25,25,,,,,75,,,,,,,,
121047,,0,315,4344,5951,,,,,10610,,,,,,,,
121048,,0,131,657,657,,,,,1445,,,,,,,,
121049,,0,483,4408,4735,,,,,9626,,,,,,,,
121050,,0,295,1393,3025,,,,,4713,,,,,,,,
121051,,0,2498,4390,4445,,,,,11333,,,,,,,,
121052,,0,5,5,5,,,,,15,,,,,,,,
121054,,0,0,732,769,,,,,1501,,,,,,,,
121058,,25,9735,23852,25362,,,,,58974,,,,,,,,
121059,,0,13,13,13,,,,,39,,,,,,,,
121061,,0,124,2283,4399,,,,,6806,,,,,,,,
121062,,0,0,471,793,,,,,1264,,,,,,,,
121064,,111,3147,10518,10677,,,,,24453,,,,,,,,
121065,,0,192,317,394,,,,,903,,,,,,,,
121068,,0,39,172,172,,,,,383,,,,,,,,
121069,,3726,7872,11095,11210,,,,,33903,,,,,,,,
121070,,1694,4376,6576,6576,,,,,19222,,,,,,,,
121072,,0,59,815,815,,,,,1689,,,,,,,,
121077,,526,3243,4597,4657,,,,,13023,,,,,,,,
121079,,328,837,3701,4249,,,,,9115,,,,,,,,
121080,,428,3283,4619,4728,,,,,13058,,,,,,,,
121081,,18,18,18,18,,,,,72,,,,,,,,
121083,,0,423,2611,3267,,,,,6301,,,,,,,,
121084,,15,15,15,15,,,,,60,,,,,,,,
121085,,875,3071,4948,5033,,,,,13927,,,,,,,,
121087,,57,61,61,61,,,,,240,,,,,,,,
121088,,0,0,8,8,,,,,16,,,,,,,,
121091,,106,491,600,904,,,,,2101,,,,,,,,
121093,,67,2580,7392,8269,,,,,18308,,,,,,,,
121094,,50,139,139,139,,,,,467,,,,,,,,
121095,,453,3440,4969,4995,,,,,13857,,,,,,,,
121097,,60,1309,2264,2495,,,,,6128,,,,,,,,
121098,,0,213,213,213,,,,,639,,,,,,,,
121103,,0,1997,2451,2483,,,,,6931,,,,,,,,
121105,,0,163,292,292,,,,,747,,,,,,,,
121107,,0,97,528,598,,,,,1223,,,,,,,,
121108,,90,984,3644,3667,,,,,8385,,,,,,,,
121109,,0,188,448,2360,,,,,2996,,,,,,,,
121110,,0,0,0,28,,,,,28,,,,,,,,
121111,,0,315,450,732,,,,,1497,,,,,,,,
121113,,19,140,539,539,,,,,1237,,,,,,,,
121116,,0,0,0,3,,,,,3,,,,,,,,
121118,,27,63,93,93,,,,,276,,,,,,,,
121119,,418,3438,4847,5161,,,,,13864,,,,,,,,
121121,,821,6656,7208,7363,,,,,22048,,,,,,,,
121126,,0,1003,1689,1995,,,,,4687,,,,,,,,
121130,,5134,13084,15541,16000,,,,,49759,,,,,,,,
121131,,370,829,876,885,,,,,2960,,,,,,,,
121134,,3076,4769,7913,8595,,,,,24353,,,,,,,,
121135,,2670,5068,6911,7420,,,,,22069,,,,,,,,
121136,,351,4165,6622,10239,,,,,21377,,,,,,,,
121137,,59,59,337,340,,,,,795,,,,,,,,
121140,,0,159,300,310,,,,,769,,,,,,,,
121142,,498,2607,3324,3335,,,,,9764,,,,,,,,
121143,,0,0,0,7,,,,,7,,,,,,,,
121144,,0,171,877,1593,,,,,2641,,,,,,,,
121145,,666,666,666,666,,,,,2664,,,,,,,,
121146,,13500,16936,18287,18369,,,,,67092,,,,,,,,
121147,,0,0,20,32,,,,,52,,,,,,,,
121151,,4235,12224,15128,15556,,,,,47143,,,,,,,,
121153,,0,904,1869,3007,,,,,5780,,,,,,,,
121155,,956,1917,3155,3676,,,,,9704,,,,,,,,
121156,,0,3253,3839,3862,,,,,10954,,,,,,,,
121157,,3976,5731,6268,7021,,,,,22996,,,,,,,,
121158,,4783,9060,10648,10835,,,,,35326,,,,,,,,
121159,,26,1325,2010,2071,,,,,5432,,,,,,,,
121160,,1443,2708,2916,3029,,,,,10096,,,,,,,,
121162,,60,2936,4601,4936,,,,,12533,,,,,,,,
121163,,4343,5963,6875,6928,,,,,24109,,,,,,,,
121164,,1112,3140,4033,4103,,,,,12388,,,,,,,,
121165,,0,10,10,10,,,,,30,,,,,,,,
121166,,3029,4028,4824,4848,,,,,16729,,,,,,,,
121168,,101,129,129,129,,,,,488,,,,,,,,
121169,,0,3,56,56,,,,,115,,,,,,,,
121170,,0,1431,2505,2575,,,,,6511,,,,,,,,
121171,,170,1129,2067,2132,,,,,5498,,,,,,,,
121172,,76,2205,2646,2719,,,,,7646,,,,,,,,
121173,,67,67,67,67,,,,,268,,,,,,,,
121174,,0,29,29,29,,,,,87,,,,,,,,
121175,,54,380,509,509,,,,,1452,,,,,,,,
121176,,12,1007,1171,1171,,,,,3361,,,,,,,,
121177,,39,109,120,120,,,,,388,,,,,,,,
121178,,2748,7223,8460,8507,,,,,26938,,,,,,,,
121179,,2258,6316,7173,7173,,,,,22920,,,,,,,,
122001,,0,0,102,102,,,,,204,,,,,,,,
122003,,0,548,713,719,,,,,1980,,,,,,,,
122006,,0,1073,1128,1128,,,,,3329,,,,,,,,
122007,,0,666,1033,1069,,,,,2768,,,,,,,,
122010,,0,2660,3254,3488,,,,,9402,,,,,,,,
122012,,0,29,49,49,,,,,127,,,,,,,,
122013,,0,0,0,0,,,,,0,,,,,,,,
122014,,92,3258,4611,4647,,,,,12608,,,,,,,,
122015,,0,2723,3679,3771,,,,,10173,,,,,,,,
122016,,720,2436,3500,3586,,,,,10242,,,,,,,,
122017,,317,2556,3399,3605,,,,,9877,,,,,,,,
122018,,0,0,10,10,,,,,20,,,,,,,,
122019,,377,1319,2295,2675,,,,,6666,,,,,,,,
122020,,0,42,94,109,,,,,245,,,,,,,,
122021,,353,3068,4813,5290,,,,,13524,,,,,,,,
122022,,2821,8414,10499,10910,,,,,32644,,,,,,,,
122023,,157,5281,6136,6174,,,,,17748,,,,,,,,
122024,,0,1463,2491,2693,,,,,6647,,,,,,,,
122025,,78,3091,4044,4185,,,,,11398,,,,,,,,
122028,,0,67,67,67,,,,,201,,,,,,,,
122029,,0,1935,3368,3368,,,,,8671,,,,,,,,
122030,,363,5069,7529,8181,,,,,21142,,,,,,,,
122031,,0,233,1478,1478,,,,,3189,,,,,,,,
122032,,0,3832,5072,5211,,,,,14115,,,,,,,,
122033,,122,4582,6007,6052,,,,,16763,,,,,,,,
123001,,0,1252,3311,3363,,,,,7926,,,,,,,,
123002,,8,77,203,203,,,,,491,,,,,,,,
123003,,315,2969,4078,4102,,,,,11464,,,,,,,,
123004,,0,1376,2715,2761,,,,,6852,,,,,,,,
123005,,0,2886,5449,5482,,,,,13817,,,,,,,,
123006,,910,1557,1704,1704,,,,,5875,,,,,,,,
123007,,8872,19075,22314,22391,,,,,72652,,,,,,,,
123008,,359,856,1331,1353,,,,,3899,,,,,,,,
123009,,1604,2444,3016,3018,,,,,10082,,,,,,,,
123010,,3055,10573,14037,14242,,,,,41907,,,,,,,,
123011,,1324,3216,3397,3402,,,,,11339,,,,,,,,
123012,,1299,2599,3387,3415,,,,,10700,,,,,,,,
123013,,12949,24293,27922,28037,,,,,93201,,,,,,,,
123014,,754,1520,1747,1775,,,,,5796,,,,,,,,
123015,,652,1857,2312,2332,,,,,7153,,,,,,,,
123016,,1918,6599,8225,8339,,,,,25081,,,,,,,,
123017,,437,467,576,576,,,,,2056,,,,,,,,
123018,,8313,15611,19277,19483,,,,,62684,,,,,,,,
123019,,3058,6622,8087,8143,,,,,25910,,,,,,,,
123020,,4334,6177,8670,8800,,,,,27981,,,,,,,,
123021,,4274,6323,7859,8023,,,,,26479,,,,,,,,
123022,,3847,5040,5165,5165,,,,,19217,,,,,,,,
123023,,6234,10855,13939,13972,,,,,45000,,,,,,,,
123024,,1481,3064,5109,5135,,,,,14789,,,,,,,,
123026,,10904,17295,19233,19418,,,,,66850,,,,,,,,
123027,,9243,11817,13342,13403,,,,,47805,,,,,,,,
123028,,4295,6030,6150,6248,,,,,22723,,,,,,,,
123029,,7844,8929,10289,10348,,,,,37410,,,,,,,,
123030,,10551,13803,14125,14139,,,,,52618,,,,,,,,
123031,,3562,6820,6926,6930,,,,,24238,,,,,,,,
123032,,11287,15520,17442,17461,,,,,61710,,,,,,,,
123033,,20666,30378,31205,31220,,,,,113469,,,,,,,,
123034,,7863,8931,9093,9093,,,,,34980,,,,,,,,
123035,,9575,13689,14181,14189,,,,,51634,,,,,,,,
124001,,1407,4729,8357,8881,,,,,23374,,,,,,,,
124002,,533,2152,2963,3006,,,,,8654,,,,,,,,
124003,,34,607,1626,1633,,,,,3900,,,,,,,,
124004,,2944,7421,11733,12323,,,,,34421,,,,,,,,
124005,,3,2620,3497,3614,,,,,9734,,,,,,,,
124006,,1696,7406,10634,10913,,,,,30649,,,,,,,,
124007,,25,2477,4144,4177,,,,,10823,,,,,,,,
124008,,1524,5295,8641,8641,,,,,24101,,,,,,,,
124009,,35,3184,11082,11600,,,,,25901,,,,,,,,
124010,,110,1089,2298,2327,,,,,5824,,,,,,,,
124011,,142,1549,2462,2484,,,,,6637,,,,,,,,
124012,,29,747,898,898,,,,,2572,,,,,,,,
124013,,47,3458,7106,7465,,,,,18076,,,,,,,,
124014,,0,9,421,421,,,,,851,,,,,,,,
124015,,516,3513,5873,5873,,,,,15775,,,,,,,,
124016,,0,5,13,13,,,,,31,,,,,,,,
124017,,0,219,371,382,,,,,972,,,,,,,,
124018,,286,821,1243,1243,,,,,3593,,,,,,,,
124019,,0,0,31,31,,,,,62,,,,,,,,
124020,,1247,4194,5338,5359,,,,,16138,,,,,,,,
124021,,0,2616,3672,3695,,,,,9983,,,,,,,,
124022,,0,221,339,339,,,,,899,,,,,,,,
124023,,36,6710,13532,13606,,,,,33884,,,,,,,,
124024,,0,45,83,83,,,,,211,,,,,,,,
124025,,0,708,783,783,,,,,2274,,,,,,,,
124026,,0,1126,1126,1126,,,,,3378,,,,,,,,
124027,,0,788,788,788,,,,,2364,,,,,,,,
124028,,0,2454,3199,3199,,,,,8852,,,,,,,,
124029,,0,3082,4289,4289,,,,,11660,,,,,,,,
124030,,0,10326,13292,13408,,,,,37026,,,,,,,,
125001,,4,4,4,4,,,,,16,,,,,,,,
125002,,8,52,52,52,,,,,164,,,,,,,,
125003,,0,428,428,428,,,,,1284,,,,,,,,
125035,,0,0,6,6,,,,,12,,,,,,,,
126001,,20049,23284,24234,24234,,,,,91801,,,,,,,,
126002,,19378,23280,23493,23508,,,,,89659,,,,,,,,
126003,,2942,3177,3216,3216,,,,,12551,,,,,,,,
126004,,13204,18368,20202,20253,,,,,72027,,,,,,,,
126005,,34559,46817,51249,51476,,,,,184101,,,,,,,,
126006,,13465,16162,16557,16557,,,,,62741,,,,,,,,
126007,,28571,32950,33603,33603,,,,,128727,,,,,,,,
126008,,37839,40959,41094,41094,,,,,160986,,,,,,,,
126009,,2497,3291,3404,3404,,,,,12596,,,,,,,,
126010,,24587,31325,31867,31870,,,,,119649,,,,,,,,
126011,,13854,14758,14915,14915,,,,,58442,,,,,,,,
126012,,11385,13929,14501,14516,,,,,54331,,,,,,,,
126013,,8991,9735,9929,9929,,,,,38584,,,,,,,,
126014,,1658,2085,2266,2266,,,,,8275,,,,,,,,
126015,,32014,33729,34104,34260,,,,,134107,,,,,,,,
126016,,14814,15773,15842,15860,,,,,62289,,,,,,,,
126017,,10634,10944,10988,10988,,,,,43554,,,,,,,,
126018,,20261,23714,24273,24282,,,,,92530,,,,,,,,
126019,,29936,36147,37646,37667,,,,,141396,,,,,,,,
126020,,2686,3112,3398,3408,,,,,12604,,,,,,,,
126021,,8717,12088,12512,12521,,,,,45838,,,,,,,,
126022,,23366,24758,24986,24988,,,,,98098,,,,,,,,
126023,,97,112,113,113,,,,,435,,,,,,,,
126024,,3751,7191,8155,8179,,,,,27276,,,,,,,,
126025,,817,831,839,839,,,,,3326,,,,,,,,
126026,,15563,18197,18558,18574,,,,,70892,,,,,,,,
126027,,8578,9129,9166,9166,,,,,36039,,,,,,,,
126028,,6024,7193,7586,7595,,,,,28398,,,,,,,,
126029,,7812,11767,12716,12762,,,,,45057,,,,,,,,
126030,,1646,2367,2546,2560,,,,,9119,,,,,,,,
126031,,4989,5819,6075,6075,,,,,22958,,,,,,,,
126032,,80,80,94,94,,,,,348,,,,,,,,
126033,,12368,19223,21183,21329,,,,,74103,,,,,,,,
126034,,81,88,88,88,,,,,345,,,,,,,,
126035,,1,1,1,1,,,,,4,,,,,,,,
126036,,749,1001,1031,1060,,,,,3841,,,,,,,,
126037,,91,135,136,136,,,,,498,,,,,,,,
126038,,1,1,1,1,,,,,4,,,,,,,,
126040,,8482,10250,10592,10620,,,,,39944,,,,,,,,
126043,,0,6,6,6,,,,,18,,,,,,,,
126044,,42,49,49,49,,,,,189,,,,,,,,
126046,,19780,26953,28156,28204,,,,,103093,,,,,,,,
126047,,472,2053,2610,2610,,,,,7745,,,,,,,,
126048,,5365,7077,7804,7990,,,,,28236,,,,,,,,
126049,,0,7,7,7,,,,,21,,,,,,,,
126050,,291,419,448,448,,,,,1606,,,,,,,,
126051,,103,129,137,137,,,,,506,,,,,,,,
126052,,57,61,85,85,,,,,288,,,,,,,,
126055,,34,287,417,423,,,,,1161,,,,,,,,
126056,,0,0,25,25,,,,,50,,,,,,,,
126059,,8198,9672,9954,9985,,,,,37809,,,,,,,,
126064,,0,24,24,24,,,,,72,,,,,,,,
126065,,0,0,12,12,,,,,24,,,,,,,,
126066,,5955,8285,9156,9193,,,,,32589,,,,,,,,
126067,,11399,16423,17631,17740,,,,,63193,,,,,,,,
126068,,18847,27167,29512,29842,,,,,105368,,,,,,,,
126070,,0,6,26,38,,,,,70,,,,,,,,
126073,,0,14,119,119,,,,,252,,,,,,,,
126077,,0,1,11,17,,,,,29,,,,,,,,
126078,,28859,34355,35322,35380,,,,,133916,,,,,,,,
126081,,0,0,23,23,,,,,46,,,,,,,,
126082,,16075,18121,19249,19259,,,,,72704,,,,,,,,
126084,,10841,17766,22209,22376,,,,,73192,,,,,,,,
126086,,206,2743,4670,4881,,,,,12500,,,,,,,,
126087,,326,329,334,334,,,,,1323,,,,,,,,
126093,,6888,9338,10267,10302,,,,,36795,,,,,,,,
126094,,9815,11401,11675,11675,,,,,44566,,,,,,,,
126095,,0,0,0,0,,,,,0,,,,,,,,
126097,,0,19,19,19,,,,,57,,,,,,,,
126100,,324,1552,2220,2296,,,,,6392,,,,,,,,
126101,,10429,14171,15058,15058,,,,,54716,,,,,,,,
126103,,321,441,523,532,,,,,1817,,,,,,,,
126105,,33686,39457,40562,40591,,,,,154296,,,,,,,,
126107,,0,10,10,12,,,,,32,,,,,,,,
126108,,15,15,15,15,,,,,60,,,,,,,,
126110,,5846,6930,7134,7150,,,,,27060,,,,,,,,
126111,,18,18,92,92,,,,,220,,,,,,,,
126112,,156,177,248,256,,,,,837,,,,,,,,
126113,,175,175,184,184,,,,,718,,,,,,,,
126116,,15,15,15,15,,,,,60,,,,,,,,
126117,,26,26,26,35,,,,,113,,,,,,,,
126119,,264,264,282,282,,,,,1092,,,,,,,,
126120,,0,14,32,32,,,,,78,,,,,,,,
126121,,35,35,35,35,,,,,140,,,,,,,,
126122,,31,35,118,119,,,,,303,,,,,,,,
126123,,16182,19602,20170,20189,,,,,76143,,,,,,,,
126124,,141,141,162,162,,,,,606,,,,,,,,
126125,,0,0,22,22,,,,,44,,,,,,,,
126126,,2,5,10,10,,,,,27,,,,,,,,
126127,,0,20,20,20,,,,,60,,,,,,,,
126130,,38267,41524,41851,41851,,,,,163493,,,,,,,,
126133,,1,1,1,1,,,,,4,,,,,,,,
126135,,8961,9101,9101,9101,,,,,36264,,,,,,,,
126137,,2652,2672,2672,2672,,,,,10668,,,,,,,,
126139,,9298,9322,9322,9322,,,,,37264,,,,,,,,
126140,,2730,2730,2730,2730,,,,,10920,,,,,,,,
126141,,446,483,510,518,,,,,1957,,,,,,,,
126144,,11261,12257,12354,12409,,,,,48281,,,,,,,,
126145,,11122,11276,11416,11416,,,,,45230,,,,,,,,
126146,,0,0,12,12,,,,,24,,,,,,,,
126147,,8929,8972,8972,8972,,,,,35845,,,,,,,,
126148,,16,22,30,30,,,,,98,,,,,,,,
126150,,0,17,17,17,,,,,51,,,,,,,,
126153,,9579,10989,11263,11263,,,,,43094,,,,,,,,
126154,,0,61,61,61,,,,,183,,,,,,,,
126155,,190,638,784,788,,,,,2400,,,,,,,,
126157,,6225,11733,12563,12655,,,,,43176,,,,,,,,
126158,,5978,12329,12737,12808,,,,,43852,,,,,,,,
126159,,7155,12939,13434,13547,,,,,47075,,,,,,,,
126160,,4842,8892,9122,9153,,,,,32009,,,,,,,,
126161,,0,44,44,44,,,,,132,,,,,,,,
126162,,2250,2353,2501,2552,,,,,9656,,,,,,,,
126163,,11981,12168,12186,12194,,,,,48529,,,,,,,,
126164,,17876,26894,29069,29276,,,,,103115,,,,,,,,
126166,,5209,6724,7635,8906,,,,,28474,,,,,,,,
126167,,146,242,242,242,,,,,872,,,,,,,,
126169,,0,188,188,188,,,,,564,,,,,,,,
126170,,8452,9463,9531,9553,,,,,36999,,,,,,,,
126171,,14,25,25,25,,,,,89,,,,,,,,
126172,,3792,3813,3813,3813,,,,,15231,,,,,,,,
126173,,3386,9573,12427,12802,,,,,38188,,,,,,,,
126174,,5741,7132,7165,7190,,,,,27228,,,,,,,,
126175,,1,64,84,84,,,,,233,,,,,,,,
126176,,293,1094,1094,1094,,,,,3575,,,,,,,,
126177,,12271,17660,18016,18032,,,,,65979,,,,,,,,
126178,,7895,11377,12218,12408,,,,,43898,,,,,,,,
126179,,11733,16224,16569,16608,,,,,61134,,,,,,,,
126180,,95,429,429,429,,,,,1382,,,,,,,,
126181,,45,75,81,81,,,,,282,,,,,,,,
126182,,5521,8119,8175,8175,,,,,29990,,,,,,,,
126183,,16,4983,5195,5195,,,,,15389,,,,,,,,
126184,,559,8097,8240,8287,,,,,25183,,,,,,,,
126185,,2856,4090,4090,4090,,,,,15126,,,,,,,,
126186,,3885,13422,14034,14074,,,,,45415,,,,,,,,
126188,,15843,20843,21598,21780,,,,,80064,,,,,,,,
126189,,742,3443,3975,4003,,,,,12163,,,,,,,,
126190,,22,105,290,290,,,,,707,,,,,,,,
126191,,0,317,366,366,,,,,1049,,,,,,,,
126192,,9119,20847,24625,24856,,,,,79447,,,,,,,,
126193,,433,7308,7962,7962,,,,,23665,,,,,,,,
126195,,188,7201,11552,11552,,,,,30493,,,,,,,,
126196,,793,2185,2394,2394,,,,,7766,,,,,,,,
126197,,225,5448,8283,8291,,,,,22247,,,,,,,,
126198,,86,7907,9548,9548,,,,,27089,,,,,,,,
126199,,1,1,1,1,,,,,4,,,,,,,,
126200,,475,870,1844,1848,,,,,5037,,,,,,,,
126201,,3051,8038,9956,10022,,,,,31067,,,,,,,,
126202,,2958,5453,6621,8209,,,,,23241,,,,,,,,
126203,,203,1655,4946,5140,,,,,11944,,,,,,,,
126204,,6396,10697,14664,14795,,,,,46552,,,,,,,,
126205,,17,5198,8021,8076,,,,,21312,,,,,,,,
126206,,931,5682,6550,6550,,,,,19713,,,,,,,,
126207,,708,4300,5351,5382,,,,,15741,,,,,,,,
126208,,382,1925,4338,4417,,,,,11062,,,,,,,,
126209,,4735,5975,15337,15416,,,,,41463,,,,,,,,
126210,,1074,5089,7371,7896,,,,,21430,,,,,,,,
126211,,677,2182,4913,6733,,,,,14505,,,,,,,,
126212,,16268,16938,18549,19507,,,,,71262,,,,,,,,
126213,,13760,17065,18130,18130,,,,,67085,,,,,,,,
126214,,14508,15847,16379,16406,,,,,63140,,,,,,,,
126215,,66693,96449,104318,104937,,,,,372397,,,,,,,,
127001,,92,418,428,428,,,,,1366,,,,,,,,
127002,,0,890,899,899,,,,,2688,,,,,,,,
127003,,0,670,670,670,,,,,2010,,,,,,,,
127005,,0,783,783,800,,,,,2366,,,,,,,,
127007,,5,3576,3814,3823,,,,,11218,,,,,,,,
127008,,0,2624,2634,2634,,,,,7892,,,,,,,,
127009,,0,1576,1576,1576,,,,,4728,,,,,,,,
127010,,0,471,504,504,,,,,1479,,,,,,,,
127012,,0,447,462,462,,,,,1371,,,,,,,,
127014,,0,0,1,1,,,,,2,,,,,,,,
127015,,0,83,83,83,,,,,249,,,,,,,,
127017,,0,171,206,206,,,,,583,,,,,,,,
127018,,0,312,336,336,,,,,984,,,,,,,,
127020,,0,303,321,321,,,,,945,,,,,,,,
127022,,0,14,14,14,,,,,42,,,,,,,,
127023,,0,8,8,8,,,,,24,,,,,,,,
127025,,0,57,65,65,,,,,187,,,,,,,,
127027,,0,88,90,90,,,,,268,,,,,,,,
127070,,0,26,96,96,,,,,218,,,,,,,,
127073,,126,151,151,151,,,,,579,,,,,,,,
127074,,208,217,230,287,,,,,942,,,,,,,,
127080,,0,0,10,10,,,,,20,,,,,,,,
127082,,239,245,271,271,,,,,1026,,,,,,,,
127086,,229,229,229,229,,,,,916,,,,,,,,
127093,,0,34,34,34,,,,,102,,,,,,,,
127095,,0,25,25,25,,,,,75,,,,,,,,
127098,,0,2,2,2,,,,,6,,,,,,,,
127111,,0,3,3,3,,,,,9,,,,,,,,
127112,,126,133,133,133,,,,,525,,,,,,,,
127113,,73,113,126,126,,,,,438,,,,,,,,
127114,,0,1,1,1,,,,,3,,,,,,,,
127115,,421,602,742,745,,,,,2510,,,,,,,,
127116,,101,122,158,158,,,,,539,,,,,,,,
127119,,10,16,16,16,,,,,58,,,,,,,,
127120,,4,4,4,4,,,,,16,,,,,,,,
127125,,546,619,691,717,,,,,2573,,,,,,,,
127126,,0,0,12,12,,,,,24,,,,,,,,
127131,,29,29,58,58,,,,,174,,,,,,,,
127137,,130,359,644,675,,,,,1808,,,,,,,,
127139,,0,0,8,8,,,,,16,,,,,,,,
